session_id,ip_address,user_agent,last_activity,user_data
0ee1a1db819d2ee3875b2b76ea101a8d,0.0.0.0,Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebK,1471668927,"a:7:{s:20:""sessionUpdateCounter"";s:1:""1"";s:11:""sessionUser"";s:3:""600"";s:12:""sessionGroup"";s:1:""1"";s:17:""sessionTimePosted"";s:10:""1471663608"";s:18:""sessionViewAds_178"";s:1:""1"";s:18:""sessionViewAds_179"";s:1:""1"";s:22:""sessionViewProduct_326"";s:1:""1"";}"
3aae06079dca087852fd0f52afcc174c,0.0.0.0,Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebK,1471679391,"a:1:{s:20:""sessionUpdateCounter"";s:1:""1"";}"
